Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
540145109,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540149193,000001F9,false,Rx,0,8,28,00,13,EC,00,00,51,A8,
540149214,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540153270,00000285,false,Rx,0,8,00,00,00,00,00,00,A3,2A,
540153286,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540153289,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540157370,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540157386,00000180,false,Rx,0,8,14,05,32,03,3D,00,3A,11,
540161465,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
540161481,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540165565,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540165581,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D5,40,
540169664,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540169679,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540169683,00000180,false,Rx,0,8,14,05,32,03,3D,00,3B,11,
540173736,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540173752,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540177849,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540177865,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
540177868,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
540181940,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
540181956,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540186037,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DD,40,
540186052,00000180,false,Rx,0,8,14,05,32,03,3D,00,3C,11,
540190140,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540190156,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540190160,00000284,false,Rx,0,8,00,00,00,00,00,00,A5,2B,
540194232,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540194265,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540198270,00000180,false,Rx,0,8,14,1E,32,03,3D,00,3D,11,
540198285,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540198291,00000176,false,Rx,0,7,00,00,02,35,00,00,08,00,
540202378,00000560,false,Rx,0,3,47,17,0E,00,00,00,00,00,
540202395,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
540206479,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D6,40,
540206493,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
540210615,00000285,false,Rx,0,8,00,00,00,00,00,00,A6,2D,
540210631,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540210635,00000176,false,Rx,0,7,00,00,02,35,00,00,09,00,
540214716,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540214732,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540218822,00000176,false,Rx,0,7,00,00,02,33,00,00,0A,00,
540218838,00000180,false,Rx,0,8,14,05,32,03,3D,00,30,11,
540218841,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
540222891,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540222906,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D5,40,
540227018,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540227034,00000176,false,Rx,0,7,00,00,02,38,00,00,0B,00,
540231091,00000182,false,Rx,0,8,00,00,00,00,00,11,40,CF,
540231107,00000284,false,Rx,0,8,00,00,00,00,00,00,A7,2D,
540235194,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540235210,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540235213,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
540239253,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
540239267,00000180,false,Rx,0,8,14,05,32,03,3D,00,32,11,
540243391,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
540243406,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540247467,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D9,40,
540247483,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
540247486,00000176,false,Rx,0,7,00,00,02,33,00,00,0D,00,
540251592,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
540251607,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540251610,00000174,false,Rx,0,8,FF,EF,FE,AA,0A,00,00,00,
540255676,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540255692,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
540259817,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540259832,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540263909,00000176,false,Rx,0,7,00,00,02,3A,00,00,0E,00,
540263926,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D7,40,
540268002,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
540268016,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540272113,00000285,false,Rx,0,8,00,00,00,00,00,00,A9,30,
540272130,00000284,false,Rx,0,8,00,00,00,00,00,00,A9,2F,
540272133,00000580,false,Rx,0,5,00,78,40,B6,6D,00,00,00,
540276193,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540276233,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
540280279,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540280293,00000180,false,Rx,0,8,14,05,32,03,3D,00,36,11,
540284389,00000354,false,Rx,0,8,00,00,00,00,00,18,14,00,
540284404,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DA,40,
540288491,00000176,false,Rx,0,7,00,00,02,3A,00,00,0F,00,
540288507,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
540292602,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540292623,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540292626,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540296683,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540296698,00000176,false,Rx,0,7,00,00,02,38,00,00,01,00,
540300774,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
540300788,00000560,false,Rx,0,3,47,70,00,00,00,00,00,00,
540300792,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540304875,00000176,false,Rx,0,7,00,00,02,3A,00,00,02,00,
540304897,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
540308956,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
540308971,00000284,false,Rx,0,8,00,00,00,00,00,00,AB,31,
540313073,00000182,false,Rx,0,8,00,00,00,00,00,19,40,CF,
540313095,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540313100,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540317198,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540317221,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540317224,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
540321263,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540321279,00000182,false,Rx,0,8,00,00,00,00,00,1A,40,CF,
540325376,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540325397,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540329450,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540329471,00000285,false,Rx,0,8,00,00,00,00,00,00,AC,33,
540333533,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540333548,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540333551,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540337659,00000176,false,Rx,0,7,00,00,02,3A,00,00,06,00,
540337681,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540342023,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,0F,00,
540342046,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540345891,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DD,40,
540345913,00000176,false,Rx,0,7,00,00,02,38,00,00,03,00,
540349949,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
540349971,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540354040,00000284,false,Rx,0,8,00,00,00,00,00,00,AD,33,
540354056,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540354060,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540358126,00000176,false,Rx,0,7,00,00,02,35,00,00,07,00,
540358148,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
540362399,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540362423,000001F9,false,Rx,0,8,28,00,13,EC,00,00,51,A8,
540366318,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D8,40,
540366333,00000176,false,Rx,0,7,00,00,02,3A,00,00,08,00,
540366336,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
540370430,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540370452,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540374593,00000580,false,Rx,0,5,00,78,40,B0,6D,00,00,00,
540374616,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540374619,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540378627,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540378648,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,0E,00,
540382731,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540382752,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540386864,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540386880,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
540390851,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540390867,00000284,false,Rx,0,8,00,00,00,00,00,00,AF,35,
540390871,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540394942,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540394958,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540399043,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540399057,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
540403117,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540403133,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540403136,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DE,40,
540407255,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
540407270,00000176,false,Rx,0,7,00,00,02,33,00,00,0D,00,
540411323,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
540411339,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540411341,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540415418,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540415433,00000176,false,Rx,0,7,00,00,02,38,00,00,09,00,
540419518,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
540419533,00000176,false,Rx,0,7,00,00,02,33,00,00,0E,00,
540423643,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540423659,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540427692,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D6,40,
540427708,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540427712,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
540431818,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540431833,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540435892,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540435907,00000551,false,Rx,0,8,79,CF,00,80,FF,02,80,FF,
540435911,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540440004,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540440019,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540444103,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540444121,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D4,40,
540448226,00000180,false,Rx,0,8,14,1E,32,03,3D,00,36,11,
540448244,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
540448247,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540452322,00000284,false,Rx,0,8,00,00,00,00,00,00,B2,38,
540452339,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540456386,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540456401,00000176,false,Rx,0,7,00,00,02,35,00,00,01,00,
540460491,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
540460506,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540464603,00000180,false,Rx,0,8,14,1E,32,03,3D,00,38,11,
540464618,00000280,false,Rx,0,8,03,40,C0,00,00,00,DD,40,
540468665,00000176,false,Rx,0,7,00,00,02,3A,00,00,02,00,
540468680,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
540472818,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540472834,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540472837,00000180,false,Rx,0,8,14,1E,32,03,3D,00,39,11,
540476865,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540476881,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540480968,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
540480984,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540480987,00000176,false,Rx,0,7,00,00,02,3A,00,00,03,00,
540485065,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540485081,00000182,false,Rx,0,8,00,00,00,00,00,1A,40,CF,
540489195,00000280,false,Rx,0,8,03,40,C0,00,00,00,D8,40,
540489211,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540493245,00000180,false,Rx,0,8,14,1E,32,03,3D,00,3A,11,
540493260,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540493263,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540497342,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
540497358,00000560,false,Rx,0,3,47,72,00,00,00,00,00,00,
540501445,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
540501460,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540501464,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540505552,00000280,false,Rx,0,8,03,40,C0,00,00,00,D9,40,
540505568,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
540509686,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540509702,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
540513790,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540513807,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540513811,00000182,false,Rx,0,8,00,00,00,00,00,1D,40,CF,
540517871,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540517887,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
540521953,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540521971,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540526047,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DB,40,
540526062,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540530156,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540530195,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
540530201,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540534286,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540534307,00000180,false,Rx,0,8,14,1E,32,03,3D,00,3B,11,
540534311,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540538360,00000551,false,Rx,0,8,79,CF,00,80,FF,02,80,FF,
540538375,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540542431,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540542446,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D7,40,
540547402,00000180,false,Rx,0,8,14,1E,32,03,3D,00,30,11,
540547426,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
540550641,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540550656,00000285,false,Rx,0,8,00,00,00,00,00,00,B7,3E,
540554761,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540554784,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540554788,00000180,false,Rx,0,8,14,05,32,03,3D,00,31,11,
540558865,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540558880,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540562961,00000354,false,Rx,0,8,00,00,00,00,00,10,14,00,
540562983,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
540567344,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540567368,000001F9,false,Rx,0,8,28,00,14,05,00,00,51,A8,
540571155,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540571192,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
540571197,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540575238,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540575262,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540579314,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540579329,00000580,false,Rx,0,5,00,78,40,B4,6D,00,00,00,
540579332,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540583436,00000180,false,Rx,0,8,14,05,32,03,3D,00,33,11,
540583458,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DE,40,
540587531,00000180,false,Rx,0,8,13,D3,32,03,3D,00,34,11,
540587547,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540591597,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
540591612,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540591616,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540595738,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540595760,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540599865,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
540599880,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
540603907,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
540603928,00000560,false,Rx,0,3,47,73,00,00,00,00,00,00,
540603931,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
540608009,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540608032,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
540612106,000001F9,false,Rx,0,8,28,00,13,D3,00,00,51,A8,
540612122,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540612125,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540616207,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540616229,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
540620407,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
540620431,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540624374,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540624389,00000280,false,Rx,0,8,03,40,C0,00,00,00,DE,40,
540628494,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
540628510,00000180,false,Rx,0,8,13,D3,32,03,3D,00,38,11,
540628514,00000285,false,Rx,0,8,00,00,00,00,00,00,BB,42,
540632567,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540632582,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540632585,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540636663,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
540636678,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
540640728,00000182,false,Rx,0,8,00,00,00,00,00,19,40,CF,
540640747,00000354,false,Rx,0,8,00,00,00,00,00,00,14,00,
540644823,00000551,false,Rx,0,8,79,D0,00,80,FF,02,80,FF,
540644839,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D7,40,
540648893,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540648908,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
540653026,00000182,false,Rx,0,8,00,00,00,00,00,1A,40,CF,
540653041,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540653045,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540657092,00000176,false,Rx,0,7,00,00,02,2F,00,00,05,00,
540657107,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
540661197,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540661215,00000176,false,Rx,0,7,00,00,02,33,00,00,06,00,
540665246,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D6,40,
540665261,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
540665264,00000176,false,Rx,0,7,00,00,02,31,00,00,07,00,
540669404,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
540669420,00000285,false,Rx,0,8,00,00,00,00,00,00,BD,44,
540673492,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540673507,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540673510,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540677601,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
540677616,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540681693,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540681708,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540685816,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DC,40,
540685831,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540689869,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
540689885,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540689888,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540693974,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540693992,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540698080,00000176,false,Rx,0,7,00,00,02,33,00,00,09,00,
540698100,00000174,false,Rx,0,8,FF,EF,FE,AA,0A,00,00,00,
540698104,00000176,false,Rx,0,7,00,00,02,31,00,00,0A,00,
540702145,000006E2,false,Rx,0,3,00,00,7B,00,00,00,00,00,
540702186,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540706255,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D6,40,
540706275,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
540706279,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
540710340,00000285,false,Rx,0,8,00,00,00,00,00,00,BF,46,
540710357,00000182,false,Rx,0,8,00,00,00,00,00,10,40,CF,
540714445,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
540714461,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
540718544,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
540718560,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540722647,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,0F,00,
540722664,00000180,false,Rx,0,8,13,D3,32,03,3D,00,31,11,
540726747,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
540726763,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
540730817,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540730833,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
540730838,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540734916,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540734931,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
540734938,00000176,false,Rx,0,7,00,00,02,2F,00,00,0B,00,
540739019,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
540739035,00000176,false,Rx,0,7,00,00,02,2F,00,00,0E,00,
540743120,00000551,false,Rx,0,8,79,D0,00,80,FF,02,80,FF,
540743136,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
540747221,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
540747237,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
540747242,00000284,false,Rx,0,8,00,00,00,00,00,00,C1,47,
540751335,00000180,false,Rx,0,8,13,EC,32,03,3D,00,34,11,
540751352,000001F9,false,Rx,0,8,28,00,13,EC,00,00,51,A8,
540755434,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540755452,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
540759567,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540759584,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
540759589,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540763642,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
540763659,000001F9,false,Rx,0,8,28,00,13,EC,00,00,51,A8,
540767729,00000280,false,Rx,0,8,03,40,C0,00,00,00,D7,40,
540767746,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540771818,00000285,false,Rx,0,8,00,00,00,00,00,00,C2,49,
540771835,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540775934,00000180,false,Rx,0,8,13,EC,31,F3,3D,00,36,11,
540775950,0000035D,false,Rx,0,8,80,03,00,00,10,00,00,00,
540775955,00000176,false,Rx,0,7,00,00,02,31,00,00,02,00,
540780005,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
540780021,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
540784159,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,D1,
540784207,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DB,40,
540788227,00000176,false,Rx,0,7,00,00,02,31,00,00,0F,00,
540788244,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
540792316,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
540792339,00000284,false,Rx,0,8,00,00,00,00,00,00,C3,49,
540792344,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
540796436,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
540796452,00000176,false,Rx,0,7,00,00,02,33,00,00,03,00,
540800524,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
540800539,00000560,false,Rx,0,3,47,11,48,00,00,00,00,00,
540800544,000006E2,false,Rx,0,3,00,00,78,00,00,00,00,00,
